ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,Type,UPC,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Connected Functionality,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2024 Criteria
2454337,Danby,DFF142E1WDB,,Top Freezer,067638031080,Automatic,No,No,No,No,No,61,28,14.2,17.1,333,372,10,No,04/04/2023,04/18/2023,United States,ES_31682_DFF142E1WDB_04182023050659_7324555,Yes
2544867,Danby,DFF143V1SSDB,,Top Freezer,067638031547,Automatic,No,No,No,No,No,68.1,27.6,14.3,17,332,371,11,No,08/01/2023,06/27/2023,"United States, Canada",ES_31682_DFF143V1SSDB_062320231723448_3941437,Yes
3387794,Danby,DFF176B1******,,Top Freezer,,Automatic,No,No,No,No,No,66.9,28,17.6,20.8,360,402,10,No,01/29/2024,01/29/2024,"United States, Canada",ES_0031682_DFF176B1******_01292024132630_80196134,Yes
3387793,Danby,DFF176B1SLDB,,Top Freezer,,Automatic,No,No,No,No,No,66.9,28,17.6,20.8,360,402,10,No,01/29/2024,01/29/2024,"United States, Canada",ES_0031682_DFF176B1SLDB_01292024132630_80196134,Yes
3387792,Danby,DFF176B1WDB,,Top Freezer,,Automatic,No,No,No,No,No,66.9,28,17.6,20.8,360,402,10,No,01/29/2024,01/29/2024,"United States, Canada",ES_0031682_DFF176B1WDB_01292024132630_80196134,Yes
2243533,Crosley,CRMH184PW,,Top Freezer,,Automatic,No,No,No,No,No,66.6,29.5,18,21,362,403,10,No,07/10/2015,07/17/2015,"United States, Canada",ES_92264_CRMH184PW_07202015032421_2661562,Yes
2408459,Crosley,CRMH203A*,",,* can be any of A-Z,a-z,0-9,version code or blank",Top Freezer,850029962427;850029962434;850029962441,Automatic,No,No,No,No,No,67,30,20.5,25,390,435,10,No,02/22/2023,02/23/2023,"United States, Canada",ES_92264_CRMH203A*_022320230252311_4342326,Yes
2358705,Crosley,XRE18GGA****,,Top Freezer,084691853992;084691854005,Automatic,No,No,No,No,No,67.4,28,17.5,20.6,359,400,10,No,09/01/2019,10/07/2019,United States,ES_1123206_XRE18GGA****_10092020042811_80020031,Yes
2358706,Crosley,XRE18GGA****,,Top Freezer,084691853992;084691854005,Automatic,No,No,No,Yes,No,67.4,28,17.5,20.6,443,484,10,No,09/01/2019,10/07/2019,United States,ES_1123206_XRE18GGA****_10092020042812_80020031,Yes
2354938,Dacor,DRF36C000**,,Bottom Freezer,,Automatic,No,No,Yes,Yes,Yes,70,35.8,22.6,27.6,554,731,27,No,04/06/2020,02/18/2020,"United States, Canada",ES_1016518_DRF36C000**_02192020114124_80032042,Yes
2408104,Frestec,FR 1002 BK,",FR 1002 SL,; ,FR 1002 WH,",Top Freezer,760354510104;760354510111;760354510128,Automatic,No,No,No,No,No,59.9,23.7,10,12.1,297,331,10,No,02/10/2023,02/14/2023,United States,ES_1146193_FR 1002 BK_02092023105139_7888452,Yes
2470811,Frestec,FR 1002 SLB,",FR 1002 BKB,; ,FR 1002 WHB,",Top Freezer,737547694187;737547694194;737547694200,Automatic,No,No,No,No,No,59.8,23.6,10,12.1,297,331,10,No,04/23/2023,04/25/2023,United States,ES_1146193_FR 1002 SLB_04232023133559_8505670,Yes
2408105,Frestec,FR 1202 BK,",FR 1202 SL,; ,FR 1202 WH,",Top Freezer,760354510135;760354510142;760354510159,Automatic,No,No,No,No,No,59.9,23.7,12.1,14.7,316,352,10,No,02/10/2023,02/14/2023,United States,ES_1146193_FR 1202 BK_02092023105442_9606897,Yes
2464545,Frestec,FR 1462 WH,",FR 1462 BK,; ,FR 1462 SL,",Top Freezer,760354510166;760354510173;760354510180,Automatic,No,No,No,No,No,66,27.9,14.6,17,333,371,10,No,04/20/2023,04/21/2023,United States,ES_1146193_FR 1462 WH_04202023131519_2097131,Yes
2470812,Frestec,FR 1802 BK,",FR 1802 SL,; ,FR 1802 WH,",Top Freezer,760354510197;760354510203;760354510210,Automatic,No,No,No,No,No,66.1,29.7,18.1,21.8,367,410,10,No,04/23/2023,04/25/2023,United States,ES_1146193_FR 1802 BK_04232023152659_1283838,Yes
2470742,ELEMENT,ENR10TFGB**,,Top Freezer,,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,No,04/23/2023,04/23/2023,"United States, Canada",ES_1145034_ENR10TFGB**4_04242023131749_80128103,Yes
2470741,ELEMENT,ENR12TFGB**,,Top Freezer,,Automatic,No,No,No,No,No,59.6,23.7,11.6,14,310,347,11,No,04/23/2023,04/23/2023,"United States, Canada",ES_1145034_ENR12TFGB**4_04242023131749_80128103,Yes
2393057,ELEMENT,ENR18TFGB*,,Top Freezer,,Automatic,No,No,No,No,No,66.9,27.6,17.6,20.8,360,402,10,No,12/02/2021,12/02/2021,"United States, Canada",ES_1145034_ENR18TFGB*_02162022010214_80105638,Yes
2395815,ELEMENT,ENR18TFGC*,,Top Freezer,,Automatic,No,No,No,No,No,66.9,28,17.6,20.8,360,402,10,No,04/22/2022,04/22/2022,"United States, Canada",ES_1145034_ENR18TFGC*_05122022033138_5550001_,Yes
2408389,ELEMENT,ERT14CS**,",,*, can be any of A-Z,a-z,0-9,version code or blank",Top Freezer,810649032801;810649032818;810649032825,Automatic,No,No,No,No,No,61,28,14.2,17.1,333,372,10,No,01/18/2023,02/21/2023,"United States, Canada",ES_1145034_ERT14CS**_022120230632522_8613241,Yes
2406786,ELEMENT,ERT18CS**,",,* are additional letters to indicate the color and, or manufacturer control number",Top Freezer,810649032863;810649032870;810649032887,Automatic,No,No,No,No,No,67,33,18,21,362,403,10,No,01/10/2023,01/13/2023,"United States, Canada",ES_1145034_ERT18CS**_011320230613966_7860073,Yes
2838984,ELEMENT,ERT21CS**,",,* Suffix could be from 0 to 9 or A to Z or blank to represent different unit color",Top Freezer,810649031743,Automatic,No,No,No,No,No,67,30,20.5,25,390,435,10,No,11/30/2023,12/07/2023,"United States, Canada",ES_1145034_ERT21CS**_120720231040620_9729309,Yes
2472824,Elisii,DERTM180SW2,,Top Freezer,686136119962,Automatic,No,No,No,No,No,66.5,29.7,18,21.1,363,404,10,No,03/10/2023,05/08/2023,"United States, Canada",ES_1142511_DERTM180SW2_050820230341884_8417749,Yes
2472823,Elisii,DERTM180WW2,,Top Freezer,686136119955,Automatic,No,No,No,No,No,66.5,29.7,18,21.1,363,404,10,No,03/10/2023,05/08/2023,"United States, Canada",ES_1142511_DERTM180WW2_050820230341127_1933752,Yes
2267194,ELLIPSE,ERTM180WE,",EDRT180S,; ,EDRT180W,; ,ERTM180SE,",Top Freezer,,Automatic,No,No,No,No,No,66.6,29.5,18,21,362,403,10,No,05/20/2016,05/20/2016,Canada,ES_1125680_ERTM180WE_05202016083050_3050920,Yes
2393365,Equator,RF142S,,Top Freezer,747037121420,Automatic,No,No,No,No,No,68.1,27.6,14.3,17,332,371,11,No,06/01/2022,02/27/2022,"United States, Canada",ES_40188_RF142S_022120221606224_9959677,Yes
2740416,FARBERWARE,FW-RF262-I6A,,Top Freezer,,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332,11,No,11/15/2023,11/15/2023,"United States, Canada",ES_1092528_FW-RF262-I6A_11212023105325_80189042,Yes
2398393,FINLUX,463 TMF1400WH,,Top Freezer,,Automatic,No,No,No,No,No,68.1,27.6,14.3,17,332,371,11,No,11/30/2021,08/26/2021,United States,ES_1143390_463 TMF1400WH_111220210316811_4087300,Yes
2398392,FINLUX,463 TMF1412BL,,Top Freezer,,Automatic,No,No,No,No,No,68.1,27.6,14.3,17,332,371,11,No,11/30/2021,08/26/2021,United States,ES_1143390_463 TMF1412BL_111220210316423_6542736,Yes
2398395,FINLUX,463 TMF1424SSL,,Top Freezer,,Automatic,No,No,No,No,No,68.1,27.6,14.3,17,332,371,11,No,11/30/2021,08/26/2021,United States,ES_1143390_463 TMF1424SSL_111220210316392_3393533,Yes
2398394,FINLUX,463 TMF1436RSS,,Top Freezer,,Automatic,No,No,No,No,No,68.1,27.6,14.3,17,332,371,11,No,11/30/2021,08/26/2021,United States,ES_1143390_463 TMF1436RSS_111220210316235_1651897,Yes
2216268,Fisher & Paykel,RB36S,,Compact Refrigerator,,Automatic,Yes,No,No,No,No,14,28.7,3.7,3.7,150,293,49,No,08/14/2014,07/14/2014,"United States, Canada",ES_31708_RB36S_07232014182036_9636892,Yes
2394211,Fisher & Paykel,RS2474BRU1,,Bottom Freezer,822843262052,Automatic,No,Yes,No,Yes,Yes,73.6,23.3,10.6,13.8,382,551,36,No,08/01/2022,03/29/2022,"United States, Canada",ES_31708_RS2474BRU1_032120221006248_8405705,Yes
2315099,Frigidaire,FFET1022U*,",FFET1022UW, FFET1022UB, FFET1022UV,",Top Freezer,012505645563;012505645571;012505645587,Automatic,No,No,No,No,Yes,59.5,23.7,10.1,12.2,297,332,11,No,01/20/2018,11/27/2017,"United States, Canada",ES_1021080_FFET1022UW_03012018110927_70171466,Yes
2315102,Frigidaire,FFET1222U*,",FFET1222UW, FFET1222UB, FFET1222US,",Top Freezer,012505645617;012505645624;012505645631,Automatic,No,No,No,No,Yes,59.5,23.7,11.6,14,310,347,11,No,01/20/2018,01/04/2018,"United States, Canada",ES_1021080_FFET1222UW_03012018110927_70171466,Yes
2297607,Frigidaire,FFHI1832T*,,Top Freezer,,Automatic,No,No,No,Yes,No,66.1,29.6,18.1,21.1,447,488,10,No,06/01/2017,06/15/2017,"United States, Canada",ES_1021080_FFHI1832T*_06152017020303_70138263,Yes
2340882,Frigidaire,FFHI1835V*,,Top Freezer,,Automatic,No,No,No,Yes,Yes,66.4,30,18.3,22,453,495,10,No,07/22/2019,07/04/2019,"United States, Canada",ES_1021080_FFHI1835V*_07042019114512_80009889,Yes
3542668,Frigidaire,FFHI1835X*,,Top Freezer,810160850175,Automatic,No,No,No,Yes,Yes,66.4,30,18.3,22,453,495,10,No,06/01/2024,05/31/2024,"United States, Canada",ES_1021080_FFHI1835X*_06052024122511_80201498,Yes
2332564,Frigidaire,FFHT1425V*,,Top Freezer,,Automatic,No,No,No,No,No,60.3,27.4,13.9,16.9,332,370,10,No,02/01/2019,01/17/2019,"United States, Canada",ES_1021080_FFHT1425V*_01302019044615_70206891,Yes
2332565,Frigidaire,FFHT1425V*,,Top Freezer,,Automatic,No,No,No,Yes,No,60.3,27.4,13.9,16.9,416,454,10,No,02/01/2019,01/17/2019,"United States, Canada",ES_1021080_FFHT1425V*_01302019044616_70206891,Yes
2293262,Frigidaire,FFHT1514T*,,Top Freezer,,Automatic,No,No,No,Yes,No,60.1,28,14.5,17.3,420,457,10,No,04/01/2017,03/10/2017,"United States, Canada",ES_1021080_FFHT1514T*_03282017040935_70128448,Yes
2293263,Frigidaire,FFHT1514T*,,Top Freezer,,Automatic,No,No,No,No,No,60.1,28,14.5,17.3,336,373,10,No,04/01/2017,03/10/2017,"United States, Canada",ES_1021080_FFHT1514T*_03282017040934_70128448,Yes
2293258,Frigidaire,FFHT1621T*,,Top Freezer,,Automatic,No,No,No,No,No,65.1,28,16.3,19.1,348,388,10,No,04/01/2017,03/10/2017,"United States, Canada",ES_1021080_FFHT1621T*_03282017040236_70128448,Yes
2293260,Frigidaire,FFHT1621T*,,Top Freezer,,Automatic,No,No,No,Yes,No,65.1,28,16.3,19.1,432,472,10,No,04/01/2017,03/10/2017,"United States, Canada",ES_1021080_FFHT1621T*_03282017040936_70128448,Yes
3425426,Frigidaire,FRTE1622AB,,Top Freezer,810160850076,Automatic,No,No,No,No,No,64.6,27.6,17,18.8,347,385,10,No,04/29/2024,03/28/2024,"United States, Canada",ES_1021080_FRTE1622AB_032120242038517_1989717,Yes
3425427,Frigidaire,FRTE1622AS,,Top Freezer,012505649073,Automatic,No,No,No,No,No,64.6,27.6,17,18.8,347,385,10,No,04/29/2024,03/28/2024,"United States, Canada",ES_1021080_FRTE1622AS_032120242038811_4027501,Yes
3425428,Frigidaire,FRTE1622AW,,Top Freezer,810160850069,Automatic,No,No,No,No,No,64.6,27.6,17,18.8,347,385,10,No,04/29/2024,03/28/2024,"United States, Canada",ES_1021080_FRTE1622AW_032120242038680_1856630,Yes
2365214,Frigidaire,FFHT1814W*,,Top Freezer,,Automatic,No,No,No,No,Yes,66.4,30,18.3,22,369,411,10,No,10/01/2020,08/26/2020,"United States, Canada",ES_1021080_FFHT1814W*_08282020014250_80053023,Yes
2365216,Frigidaire,FFHT1814W*,,Top Freezer,,Automatic,No,No,No,Yes,Yes,66.4,30,18.3,22,453,495,10,No,10/01/2020,08/26/2020,"United States, Canada",ES_1021080_FFHT1814W*_08282020014251_80053023,Yes
3542662,Frigidaire,FFHT1814X*,,Top Freezer,810160850120;810160850137,Automatic,No,No,No,No,Yes,66.4,30,18.3,22,369,411,10,No,06/01/2024,05/31/2024,"United States, Canada",ES_1021080_FFHT1814X*_06052024122555_80201498,Yes
3542663,Frigidaire,FFHT1814X*,,Top Freezer,810160850120;810160850137,Automatic,No,No,No,Yes,Yes,66.4,30,18.3,22,453,495,10,No,06/01/2024,05/31/2024,"United States, Canada",ES_1021080_FFHT1814X*_06052024122556_80201498,Yes
2380779,Frigidaire,FFHT1820V*,,Top Freezer,012505646980;012505646997;012505647000,Automatic,No,No,No,No,No,65.9,28,18,21.7,368,409,10,No,06/18/2021,06/18/2021,"United States, Canada",ES_1021080_FFHT1820V*_06222021010638_80087033,Yes
2380780,Frigidaire,FFHT1820V*,,Top Freezer,012505646980;012505646997;012505647000,Automatic,No,No,No,Yes,No,65.9,28,18,21.7,452,493,10,No,06/18/2021,06/18/2021,"United States, Canada",ES_1021080_FFHT1820V*_06222021010637_80087033,Yes
2386227,Frigidaire,FFHT1822UB,,Top Freezer,012505648502,Automatic,No,No,No,No,Yes,67,28,17.6,20.8,360,402,10,No,10/15/2021,10/15/2021,"United States, Canada",ES_1021080_FFHT1822UB_10202021050119_80090990,Yes
2386226,Frigidaire,FFHT1822UV,,Top Freezer,012505648472,Automatic,No,No,No,No,Yes,67,28,17.6,20.8,360,402,10,No,10/15/2021,10/15/2021,"United States, Canada",ES_1021080_FFHT1822UV_10202021050119_80090990,Yes
2386225,Frigidaire,FFHT1822UW,,Top Freezer,012505648465,Automatic,No,No,No,No,Yes,67,28,17.6,20.8,360,402,10,No,10/15/2021,10/15/2021,"United States, Canada",ES_1021080_FFHT1822UW_10202021050119_80090990,Yes
2349796,Frigidaire,FFHT1824U*,,Top Freezer,,Automatic,No,No,No,No,No,67,33,18,21,362,403,10,No,11/10/2019,11/15/2019,"United States, Canada",ES_1021080_FFHT1824U*_11152019060008_7608707,Yes
2340880,Frigidaire,FFHT1835V*,,Top Freezer,,Automatic,No,No,No,No,Yes,66.4,30,18.3,22,369,411,10,No,07/22/2019,07/04/2019,"United States, Canada",ES_1021080_FFHT1835V*_07042019114514_80009889,Yes
2340881,Frigidaire,FFHT1835V*,,Top Freezer,,Automatic,No,No,No,Yes,Yes,66.4,30,18.3,22,453,495,10,No,07/22/2019,07/04/2019,"United States, Canada",ES_1021080_FFHT1835V*_07042019114513_80009889,Yes
3542664,Frigidaire,FFHT1835X*,,Top Freezer,810160850144;810160850151;810160850168,Automatic,No,No,No,No,Yes,66.4,30,18.3,22,369,411,10,No,06/01/2024,05/31/2024,"United States, Canada",ES_1021080_FFHT1835X*_06052024122557_80201498,Yes
3542665,Frigidaire,FFHT1835X*,,Top Freezer,810160850144;810160850151;810160850168,Automatic,No,No,No,Yes,Yes,66.4,30,18.3,22,453,495,10,No,06/01/2024,05/31/2024,"United States, Canada",ES_1021080_FFHT1835X*_06052024122558_80201498,Yes
2643770,Frigidaire,FFHT2022A*,,Top Freezer,012505649028;012505649035;012505649042,Automatic,No,No,No,No,No,66.4,30,20,24.1,371,428,13,No,09/28/2023,08/23/2023,"United States, Canada",ES_1021080_FFHT2022A*_08242023142649_80179504,Yes
2643789,Frigidaire,FFHT2022A*,,Top Freezer,012505649028;012505649035;012505649042,Automatic,No,No,No,Yes,No,66.4,30,20,24.1,455,512,13,No,09/28/2023,08/23/2023,"United States, Canada",ES_1021080_FFHT2022A*_08242023142643_80179504,Yes
2344775,Frigidaire,FFHT2033V*,,Top Freezer,,Automatic,No,No,No,No,No,69,29.6,20.4,24.3,386,430,10,No,08/15/2019,08/14/2019,"United States, Canada",ES_1021080_FFHT2033V*_08172019124157_80014471,Yes
2344776,Frigidaire,FFHT2033V*,,Top Freezer,,Automatic,No,No,No,Yes,No,69,29.6,20.4,24.3,470,514,10,No,08/15/2019,08/14/2019,"United States, Canada",ES_1021080_FFHT2033V*_08172019124156_80014471,Yes
2355720,Frigidaire,FFHT2045V*,,Top Freezer,,Automatic,No,No,No,No,No,69,29.6,20,24.1,385,428,10,No,03/03/2020,03/03/2020,"United States, Canada",ES_1021080_FFHT2045V*_03042020020148_80036025,Yes
2355721,Frigidaire,FFHT2045V*,,Top Freezer,,Automatic,No,No,No,Yes,No,69,29.6,20,24.1,469,512,10,No,03/03/2020,03/03/2020,"United States, Canada",ES_1021080_FFHT2045V*_03042020020147_80036025,Yes
3542666,Frigidaire,FFHT2045X*,,Top Freezer,810160850182;810160850199;810160850205,Automatic,No,No,No,No,No,66.4,30,20,24.1,385,428,10,No,06/01/2024,05/31/2024,"United States, Canada",ES_1021080_FFHT2045X*_06052024122559_80201498,Yes
3542667,Frigidaire,FFHT2045X*,,Top Freezer,810160850182;810160850199;810160850205,Automatic,No,No,No,Yes,No,66.4,30,20,24.1,469,512,10,No,06/01/2024,05/31/2024,"United States, Canada",ES_1021080_FFHT2045X*_06052024122510_80201498,Yes
2367923,Frigidaire,FGHT2055V*,,Top Freezer,,Automatic,No,No,No,No,No,69,29.6,20.1,24.2,385,429,10,No,11/02/2020,10/19/2020,"United States, Canada",ES_1021080_FGHT2055V*_10202020045306_80059861,Yes
2367925,Frigidaire,FGHT2055V*,,Top Freezer,,Automatic,No,No,No,Yes,No,69,29.6,20.1,24.2,469,513,10,No,11/02/2020,10/19/2020,"United States, Canada",ES_1021080_FGHT2055V*_10202020045308_80059861,Yes
2367922,Frigidaire,FPHT2097V*,,Top Freezer,,Automatic,No,No,No,No,No,69,29.6,20.1,24.2,385,429,10,No,11/19/2020,10/19/2020,"United States, Canada",ES_1021080_FPHT2097V*_10202020045306_80059861,Yes
2367924,Frigidaire,FPHT2097V*,,Top Freezer,,Automatic,No,No,No,Yes,No,69,29.6,20.1,24.2,469,513,10,No,11/19/2020,10/19/2020,"United States, Canada",ES_1021080_FPHT2097V*_10202020045307_80059861,Yes
2372976,Frigidaire,EFR107-B-WHITE,,Compact Refrigerator,,Manual,Yes,No,No,No,Yes,19,19,1.6,1.6,158,232,32,No,01/04/2021,01/20/2021,United States,ES_1120898_EFR107-B-WHITE_01292021132410_9603196,Yes
2372975,Frigidaire,EFR107-WHITE,,Compact Refrigerator,,Manual,Yes,No,No,No,Yes,19,19,1.6,1.6,158,232,32,No,01/04/2021,01/20/2021,United States,ES_1120898_EFR107-WHITE_01292021132410_2647291,Yes
2372970,Frigidaire,EFR115-B-BLACK,,Compact Refrigerator,,Manual,Yes,No,No,No,Yes,19,19,1.6,1.6,158,232,32,No,01/04/2021,01/20/2021,United States,ES_1120898_EFR115-B-BLACK_01292021132410_5007790,Yes
2372974,Frigidaire,EFR115-B-RED,,Compact Refrigerator,,Manual,Yes,No,No,No,Yes,19,19,1.6,1.6,158,232,32,No,01/04/2021,01/20/2021,United States,ES_1120898_EFR115-B-RED_01292021132410_5767359,Yes
2372973,Frigidaire,EFR115-C-RED-COM,,Compact Refrigerator,,Manual,Yes,No,No,No,Yes,19,19,1.6,1.6,158,232,32,No,01/04/2021,01/20/2021,United States,ES_1120898_EFR115-C-RED-COM_01292021132410_6260549,Yes
2372971,Frigidaire,EFR177-B-BLUE,,Compact Refrigerator,,Manual,Yes,No,No,No,Yes,19,19,1.6,1.6,158,232,32,No,01/04/2021,01/20/2021,United States,ES_1120898_EFR177-B-BLUE_01292021132410_6151892,Yes
2372972,Frigidaire,EFR177-B-RED,,Compact Refrigerator,,Manual,Yes,No,No,No,Yes,19,19,1.6,1.6,158,232,32,No,01/04/2021,01/20/2021,United States,ES_1120898_EFR177-B-RED_01292021132410_1486955,Yes
2362096,Frigidaire,EFR180,"Refrigerator,EFR100-B-BLACK,; Refrigerator,EFR100-B-BLACK-COM,; Refrigerator,EFR107-B-BLACK,; Refrigerator,EFR107-B-BLACK-COM,; Refrigerator,EFR115-B-BLUE-COM,; Refrigerator,EFR115-B-PURPLE,; Refrigerator,EFR115-B-PURPLE-COM,; Refrigerator,EFR115-B-RED,; Refrigerator,EFR115-B-RED-COM,; Refrigerator,EFR115-B-WHITE,; Refrigerator,EFR115-B-WHITE-COM,; Refrigerator,EFR176-B-BLACK-COM,; Refrigerator,EFR176-B-BLUE-COM,; Refrigerator,EFR176-B-CORAL-COM,; Refrigerator,EFR176-B-MOONBM-COM,; Refrigerator,EFR176-B-RED-COM,; Refrigerator,EFR177-B-BLACK,; Refrigerator,EFR177-B-BLACK-COM,; Refrigerator,EFR177-B-WHITE,; Refrigerator,EFR177-B-WHITE-COM,; Refrigerator,EFR180-B,; Refrigerator,EFR180-B-COM,; Refrigerator,EFR182,; Refrigerator,RFR176,; Refrigerator,RFR176-B-BLACK,; Refrigerator,RFR176-B-BLACK-COM,; Refrigerator,RFR176-B-BLUE,; Refrigerator,RFR176-B-BLUE-COM,; Refrigerator,RFR176-B-CORAL-COM,; Refrigerator,RFR176-B-MOONBM-COM,; Refrigerator,RFR176-B-ORANGE,; Refrigerator,RFR176-B-ORANGE-COM,; Refrigerator,RFR176-B-PURPLE,; Refrigerator,RFR176-B-PURPLE-COM,; Refrigerator,RFR176-B-RED,; Refrigerator,RFR176-B-RED-COM,; Refrigerator,RFR176-B-WHITE,",Compact Refrigerator,,Manual,Yes,No,No,No,Yes,19,19,1.6,1.6,158,232,32,No,06/10/2020,06/16/2020,United States,ES_1120898_EFR180_06242020113352_5180191,Yes
2351793,Galanz,GLR10TBKEFR,,Top Freezer,,Automatic,No,No,No,No,No,61.8,23.7,9.8,11.7,292,328,11,No,12/20/2019,12/20/2019,"United States, Canada",ES_1108549_GLR10TBKEFR_12232019115655_80029379,Yes
2381217,Galanz,GLR10T**EF,,Top Freezer,,Automatic,No,No,No,No,No,59.7,23.6,9.8,11.7,292,328,11,No,06/21/2021,06/18/2021,"United States, Canada",ES_1108549_GLR10T**EF_06282021083057_80087873,Yes
2366568,Galanz,GLR10T**EFR,,Top Freezer,,Automatic,No,No,No,No,No,61.8,23.7,9.8,11.7,292,328,11,No,09/23/2020,04/20/2019,United States,ES_1108549_GLR10T**EFR_09302020052229_80056439,Yes
2351792,Galanz,GLR10TRDEFR,,Top Freezer,,Automatic,No,No,No,No,No,61.8,23.7,9.8,11.7,292,328,11,No,12/20/2019,12/20/2019,"United States, Canada",ES_1108549_GLR10TRDEFR_12232019115655_80029379,Yes
2363742,Galanz,GLR12TBKEFR,,Top Freezer,,Automatic,No,No,No,No,No,67,24,12,14,312,347,10,No,07/21/2020,04/20/2019,United States,ES_1108549_GLR12TBKEFR_07272020121816_80012345,Yes
2366569,Galanz,GLR12T**EFR,,Top Freezer,,Automatic,No,No,No,No,No,66.9,23.7,12,14,312,347,10,No,09/23/2020,04/20/2019,United States,ES_1108549_GLR12T**EFR_09302020052229_80056439,Yes
2363741,Galanz,GLR12TRDEFR,,Top Freezer,,Automatic,No,No,No,No,No,67,24,12,14,312,347,10,No,07/21/2020,04/20/2019,United States,ES_1108549_GLR12TRDEFR_07272020121816_80012345,Yes
2352714,GE,GIE22JSN****,,Top Freezer,084691847502,Automatic,No,No,No,Yes,No,66.4,32.7,21.9,27,489,536,10,No,01/15/2020,01/08/2020,"United States, Canada",ES_1123206_GIE22JSN****_01082020040806_80030626,Yes
2352715,GE,GIE22JTN****,,Top Freezer,084691847779;084691847786;084691847793,Automatic,No,No,No,Yes,No,66.4,32.7,21.9,27,489,536,10,No,01/15/2020,01/08/2020,"United States, Canada",ES_1123206_GIE22JTN****_01082020040805_80030626,Yes
2344547,GE,GTE18GMN****,,Top Freezer,084691847281,Automatic,No,No,No,No,No,67.4,28,17.5,20.6,359,400,10,No,09/01/2019,08/07/2019,"United States, Canada",ES_1123206_GTE18GMN****_08142019022007_80013708,Yes
2344564,GE,GTE18GMN****,,Top Freezer,084691847281,Automatic,No,No,No,Yes,No,67.4,28,17.5,20.6,443,484,10,No,09/01/2019,08/07/2019,"United States, Canada",ES_1123206_GTE18GMN****_08142019022012_80013708,Yes
2344548,GE,GTE18GSN****,,Top Freezer,084691847274,Automatic,No,No,No,No,No,67.4,28,17.5,20.6,359,400,10,No,09/01/2019,08/07/2019,"United States, Canada",ES_1123206_GTE18GSN****_08142019022007_80013708,Yes
2344565,GE,GTE18GSN****,,Top Freezer,084691847274,Automatic,No,No,No,Yes,No,67.4,28,17.5,20.6,443,484,10,No,09/01/2019,08/07/2019,"United States, Canada",ES_1123206_GTE18GSN****_08142019022013_80013708,Yes
2344549,GE,GTE18GTN****,,Top Freezer,084691847267;084691847434;084691847441,Automatic,No,No,No,No,No,67.4,28,17.5,20.6,359,400,10,No,09/01/2019,08/07/2019,"United States, Canada",ES_1123206_GTE18GTN****_08142019022007_80013708,Yes
2344566,GE,GTE18GTN****,,Top Freezer,084691847267;084691847434;084691847441,Automatic,No,No,No,Yes,No,67.4,28,17.5,20.6,443,484,10,No,09/01/2019,08/07/2019,"United States, Canada",ES_1123206_GTE18GTN****_08142019022014_80013708,Yes
2381230,GE,GTE18MSR****,,Top Freezer,084691885832,Automatic,No,No,No,No,No,69.1,32.7,18.3,21.5,365,407,10,No,07/01/2021,06/18/2021,United States,ES_1123206_GTE18MSR****_06282021092311_80088882,Yes
2381231,GE,GTE18MTR****,,Top Freezer,084691885849;084691885856,Automatic,No,No,No,No,No,69.1,32.7,18.3,21.5,365,407,10,No,07/01/2021,06/18/2021,United States,ES_1123206_GTE18MTR****_06282021092311_80088882,Yes
3531195,GE,GTE18NSW****,,Top Freezer,084691954569;084691954576;084691954583,Automatic,No,No,No,No,No,66.6,29.5,18.3,21.5,365,407,10,No,06/01/2024,05/28/2024,United States,ES_1123206_GTE18NSW****_05292024144106_80212180,Yes
2350113,GE,GTE19DTN****,,Top Freezer,084691847571;084691847588,Automatic,No,No,No,No,No,66.4,29.7,19.2,23.4,379,423,10,No,12/01/2019,11/08/2019,"United States, Canada",ES_1123206_GTE19DTN****_11192019045626_80025274,Yes
2350116,GE,GTE19DTN****,,Top Freezer,084691847571;084691847588,Automatic,No,No,No,Yes,No,66.4,29.7,19.2,23.4,463,507,10,No,12/01/2019,11/08/2019,"United States, Canada",ES_1123206_GTE19DTN****_11192019045623_80025274,Yes
2350114,GE,GTE19JSN****,,Top Freezer,084691847564,Automatic,No,No,No,No,No,66.4,29.7,19.2,23.4,379,423,10,No,12/01/2019,11/08/2019,"United States, Canada",ES_1123206_GTE19JSN****_11192019045625_80025274,Yes
2350117,GE,GTE19JSN****,,Top Freezer,084691847564,Automatic,No,No,No,Yes,No,66.4,29.7,19.2,23.4,463,507,10,No,12/01/2019,11/08/2019,"United States, Canada",ES_1123206_GTE19JSN****_11192019045622_80025274,Yes
2350115,GE,GTE19JTN****,,Top Freezer,084691847557;084691847670,Automatic,No,No,No,No,No,66.4,29.7,19.2,23.4,379,423,10,No,12/01/2019,11/08/2019,"United States, Canada",ES_1123206_GTE19JTN****_11192019045624_80025274,Yes
